Work setting,Occupation,2019 O*NET SOC Code,2019 O*NET SOC Title
Construction / Trades,"Installation, maintenance, or repair worker",49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
Construction / Trades,"Installation, maintenance, or repair worker",49-2097.00,Audiovisual Equipment Installers and Repairers
Construction / Trades,"Installation, maintenance, or repair worker",49-2098.00,Security and Fire Alarm Systems Installers
Construction / Trades,"Installation, maintenance, or repair worker",49-3011.00,Aircraft Mechanics and Service Technicians
Construction / Trades,"Installation, maintenance, or repair worker",49-3021.00,Automotive Body and Related Repairers
Construction / Trades,"Installation, maintenance, or repair worker",49-3022.00,Automotive Glass Installers and Repairers
Construction / Trades,"Installation, maintenance, or repair worker",49-3023.00,Automotive Service Technicians and Mechanics
Construction / Trades,"Installation, maintenance, or repair worker",49-9011.00,Mechanical Door Repairers
Construction / Trades,"Installation, maintenance, or repair worker",49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
Construction / Trades,"Installation, maintenance, or repair worker",49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
Construction / Trades,"Installation, maintenance, or repair worker",49-9031.00,Home Appliance Repairers
Construction / Trades,"Installation, maintenance, or repair worker",49-9051.00,Electrical Power-Line Installers and Repairers
Construction / Trades,"Installation, maintenance, or repair worker",49-9052.00,Telecommunications Line Installers and Repairers
Construction / Trades,"Installation, maintenance, or repair worker",49-9071.00,"Maintenance and Repair Workers, General"
Construction / Trades,"Installation, maintenance, or repair worker",49-9094.00,Locksmiths and Safe Repairers
Construction / Trades,"Installation, maintenance, or repair worker",49-9095.00,Manufactured Building and Mobile Home Installers
Construction / Trades,"Installation, maintenance, or repair worker",49-9096.00,Riggers
Construction / Trades,"Installation, maintenance, or repair worker",49-9097.00,Signal and Track Switch Repairers
Construction / Trades,"Installation, maintenance, or repair worker",49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
Construction / Trades,"Installation, maintenance, or repair worker",49-9099.00,"Installation, Maintenance, and Repair Workers, All Other"
Construction / Trades,Janitor or maintenance,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
Construction / Trades,Janitor or maintenance,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
Construction / Trades,Janitor or maintenance,37-2012.00,Maids and Housekeeping Cleaners
Construction / Trades,Janitor or maintenance,37-2019.00,"Building Cleaning Workers, All Other"
Construction / Trades,Administrative staff,13-1082.00,Project Management Specialists
Construction / Trades,Administrative staff,13-1121.00,"Meeting, Convention, and Event Planners"
Construction / Trades,Administrative staff,15-1299.03,Document Management Specialists
Construction / Trades,Administrative staff,19-3032.00,Industrial-Organizational Psychologists
Construction / Trades,Administrative staff,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
Construction / Trades,Administrative staff,43-2011.00,"Switchboard Operators, Including Answering Service"
Construction / Trades,Administrative staff,43-2021.00,Telephone Operators
Construction / Trades,Administrative staff,43-2099.00,"Communications Equipment Operators, All Other"
Construction / Trades,Administrative staff,43-4171.00,Receptionists and Information Clerks
Construction / Trades,Administrative staff,43-6011.00,Executive Secretaries and Executive Administrative Assistants
Construction / Trades,Administrative staff,43-6012.00,Legal Secretaries and Administrative Assistants
Construction / Trades,Administrative staff,43-6013.00,Medical Secretaries and Administrative Assistants
Construction / Trades,Administrative staff,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
Construction / Trades,Administrative staff,43-9021.00,Data Entry Keyers
Construction / Trades,Administrative staff,43-9022.00,Word Processors and Typists
Construction / Trades,Administrative staff,43-9031.00,Desktop Publishers
Construction / Trades,Administrative staff,43-9199.00,"Office and Administrative Support Workers, All Other"
Construction / Trades,Administrative staff,11-3111.00,Compensation and Benefits Managers
Construction / Trades,Administrative staff,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
Construction / Trades,Administrative staff,13-1051.00,Cost Estimators
Construction / Trades,Administrative staff,13-1081.00,Logisticians
Construction / Trades,Administrative staff,13-1081.01,Logistics Engineers
Construction / Trades,Administrative staff,13-1081.02,Logistics Analysts
Construction / Trades,Administrative staff,19-3011.00,Economists
Construction / Trades,Administrative staff,11-9199.01,Regulatory Affairs Managers
Construction / Trades,Other,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
Construction / Trades,Other,11-9021.00,Construction Managers
Construction / Trades,Other,11-9121.02,Water Resource Specialists
Construction / Trades,Other,17-3013.00,Mechanical Drafters
Construction / Trades,Other,19-2041.02,Environmental Restoration Planners
Construction / Trades,Other,19-4012.00,Agricultural Technicians
Construction / Trades,Other,19-4012.01,Precision Agriculture Technicians
Construction / Trades,Other,45-2011.00,Agricultural Inspectors
Construction / Trades,Other,45-2041.00,"Graders and Sorters, Agricultural Products"
Construction / Trades,Other,45-2091.00,Agricultural Equipment Operators
Construction / Trades,Other,41-9011.00,Demonstrators and Product Promoters
Construction / Trades,Other,43-5011.00,Cargo and Freight Agents
Construction / Trades,Other,47-2072.00,Pile Driver Operators
Construction / Trades,Other,47-2073.00,Operating Engineers and Other Construction Equipment Operators
Construction / Trades,Other,47-4041.00,Hazardous Materials Removal Workers
Construction / Trades,Other,47-4051.00,Highway Maintenance Workers
Construction / Trades,Other,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
Construction / Trades,Other,47-4099.00,"Construction and Related Workers, All Other"
Construction / Trades,Other,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
Construction / Trades,Other,53-1042.01,Recycling Coordinators
Construction / Trades,Other,53-7062.04,Recycling and Reclamation Workers
Construction / Trades,Other,53-7081.00,Refuse and Recyclable Material Collectors
Construction / Trades,Other,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
,,,
,,,
Manufacturing,On-site manager,11-3051.00,Industrial Production Managers
Manufacturing,On-site manager,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
Manufacturing,Assembly,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
Manufacturing,Assembly,51-2022.00,Electrical and Electronic Equipment Assemblers
Manufacturing,Assembly,51-2023.00,Electromechanical Equipment Assemblers
Manufacturing,Assembly,51-2031.00,Engine and Other Machine Assemblers
Manufacturing,Assembly,51-2061.00,Timing Device Assemblers and Adjusters
Manufacturing,Assembly,51-2092.00,Team Assemblers
Manufacturing,Assembly,51-2099.00,"Assemblers and Fabricators, All Other"
Manufacturing,Slaughter or meat packing,51-3023.00,Slaughterers and Meat Packers
Manufacturing,Slaughter or meat packing,51-3021.00,Butchers and Meat Cutters
Manufacturing,Slaughter or meat packing,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers"
Manufacturing,Food processing,19-4013.00,Food Science Technicians
Manufacturing,Food processing,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
Manufacturing,Food processing,51-3092.00,Food Batchmakers
Manufacturing,Food processing,51-3093.00,Food Cooking Machine Operators and Tenders
Manufacturing,Food processing,51-3099.00,"Food Processing Workers, All Other"
Manufacturing,Food processing,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
Manufacturing,Machinist,47-2011.00,Boilermakers
Manufacturing,Machinist,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
Manufacturing,Machinist,47-5041.00,Continuous Mining Machine Operators
Manufacturing,Machinist,47-5043.00,"Roof Bolters, Mining"
Manufacturing,Machinist,47-5044.00,"Loading and Moving Machine Operators, Underground Mining"
Manufacturing,Machinist,53-7199.00,"Material Moving Workers, All Other"
Manufacturing,Machinist,47-5049.00,"Underground Mining Machine Operators, All Other"
Manufacturing,Machinist,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
Manufacturing,Machinist,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
Manufacturing,Machinist,51-4041.00,Machinists
Manufacturing,Machinist,51-9111.00,Packaging and Filling Machine Operators and Tenders
Manufacturing,Machinist,51-9191.00,Adhesive Bonding Machine Operators and Tenders
Manufacturing,Machinist,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
Manufacturing,Machinist,53-7011.00,Conveyor Operators and Tenders
Manufacturing,Machinist,53-7021.00,Crane and Tower Operators
Manufacturing,Machinist,53-7031.00,Dredge Operators
Manufacturing,Machinist,53-7041.00,Hoist and Winch Operators
Manufacturing,Machinist,53-7051.00,Industrial Truck and Tractor Operators
Manufacturing,Machinist,53-7063.00,Machine Feeders and Offbearers
Manufacturing,Metal working or plastic working,47-2211.00,Sheet Metal Workers
Manufacturing,Metal working or plastic working,47-2221.00,Structural Iron and Steel Workers
Manufacturing,Metal working or plastic working,51-2021.00,"Coil Winders, Tapers, and Finishers"
Manufacturing,Metal working or plastic working,51-2041.00,Structural Metal Fabricators and Fitters
Manufacturing,Metal working or plastic working,51-4051.00,Metal-Refining Furnace Operators and Tenders
Manufacturing,Metal working or plastic working,51-4052.00,"Pourers and Casters, Metal"
Manufacturing,Metal working or plastic working,51-4061.00,"Model Makers, Metal and Plastic"
Manufacturing,Metal working or plastic working,51-4062.00,"Patternmakers, Metal and Plastic"
Manufacturing,Metal working or plastic working,51-4071.00,Foundry Mold and Coremakers
Manufacturing,Metal working or plastic working,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
Manufacturing,Metal working or plastic working,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
Manufacturing,Metal working or plastic working,51-4111.00,Tool and Die Makers
Manufacturing,Metal working or plastic working,51-4121.00,"Welders, Cutters, Solderers, and Brazers"
Manufacturing,Metal working or plastic working,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
Manufacturing,Metal working or plastic working,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
Manufacturing,Metal working or plastic working,51-4192.00,"Layout Workers, Metal and Plastic"
Manufacturing,Metal working or plastic working,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
Manufacturing,Metal working or plastic working,51-4194.00,"Tool Grinders, Filers, and Sharpeners"
Manufacturing,Metal working or plastic working,51-4199.00,"Metal Workers and Plastic Workers, All Other"
Manufacturing,Metal working or plastic working,51-9071.00,Jewelers and Precious Stone and Metal Workers
Manufacturing,Metal working or plastic working,51-9071.06,Gem and Diamond Workers
Manufacturing,Metal working or plastic working,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
Manufacturing,Metal working or plastic working,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
Manufacturing,Metal working or plastic working,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
Manufacturing,Metal working or plastic working,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
Manufacturing,Metal working or plastic working,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
Manufacturing,Metal working or plastic working,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
Manufacturing,Metal working or plastic working,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
Manufacturing,Metal working or plastic working,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
Manufacturing,Metal working or plastic working,51-9194.00,Etchers and Engravers
Manufacturing,"Textile, apparel, or furnishing",47-2021.00,Brickmasons and Blockmasons
Manufacturing,"Textile, apparel, or furnishing",47-2022.00,Stonemasons
Manufacturing,"Textile, apparel, or furnishing",47-2031.00,Carpenters
Manufacturing,"Textile, apparel, or furnishing",47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
Manufacturing,"Textile, apparel, or furnishing",47-2043.00,Floor Sanders and Finishers
Manufacturing,"Textile, apparel, or furnishing",47-2044.00,Tile and Stone Setters
Manufacturing,"Textile, apparel, or furnishing",47-2051.00,Cement Masons and Concrete Finishers
Manufacturing,"Textile, apparel, or furnishing",47-2053.00,Terrazzo Workers and Finishers
Manufacturing,"Textile, apparel, or furnishing",49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
Manufacturing,"Textile, apparel, or furnishing",51-2051.00,Fiberglass Laminators and Fabricators
Manufacturing,"Textile, apparel, or furnishing",51-6011.00,Laundry and Dry-Cleaning Workers
Manufacturing,"Textile, apparel, or furnishing",51-6021.00,"Pressers, Textile, Garment, and Related Materials"
Manufacturing,"Textile, apparel, or furnishing",51-6031.00,Sewing Machine Operators
Manufacturing,"Textile, apparel, or furnishing",51-6041.00,Shoe and Leather Workers and Repairers
Manufacturing,"Textile, apparel, or furnishing",51-6042.00,Shoe Machine Operators and Tenders
Manufacturing,"Textile, apparel, or furnishing",51-6051.00,"Sewers, Hand"
Manufacturing,"Textile, apparel, or furnishing",51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
Manufacturing,"Textile, apparel, or furnishing",51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
Manufacturing,"Textile, apparel, or furnishing",51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
Manufacturing,"Textile, apparel, or furnishing",51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
Manufacturing,"Textile, apparel, or furnishing",51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
Manufacturing,"Textile, apparel, or furnishing",51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
Manufacturing,"Textile, apparel, or furnishing",51-6092.00,Fabric and Apparel Patternmakers
Manufacturing,"Textile, apparel, or furnishing",51-6093.00,Upholsterers
Manufacturing,"Textile, apparel, or furnishing",51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other"
Manufacturing,"Textile, apparel, or furnishing",51-7011.00,Cabinetmakers and Bench Carpenters
Manufacturing,"Textile, apparel, or furnishing",51-7021.00,Furniture Finishers
Manufacturing,"Textile, apparel, or furnishing",51-7031.00,"Model Makers, Wood"
Manufacturing,"Textile, apparel, or furnishing",51-7032.00,"Patternmakers, Wood"
Manufacturing,"Textile, apparel, or furnishing",51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
Manufacturing,"Textile, apparel, or furnishing",51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
Manufacturing,"Textile, apparel, or furnishing",51-7099.00,"Woodworkers, All Other"
Manufacturing,"Textile, apparel, or furnishing",51-9123.00,"Painting, Coating, and Decorating Workers"
Manufacturing,"Textile, apparel, or furnishing",51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
Manufacturing,Energy or power management,11-3051.02,Geothermal Production Managers
Manufacturing,Energy or power management,11-3051.03,Biofuels Production Managers
Manufacturing,Energy or power management,11-3051.04,Biomass Power Plant Managers
Manufacturing,Energy or power management,11-3051.06,Hydroelectric Production Managers
Manufacturing,Energy or power management,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
Manufacturing,Energy or power management,11-9121.02,Water Resource Specialists
Manufacturing,Energy or power management,11-9199.09,Wind Energy Operations Managers
Manufacturing,Energy or power management,11-9199.10,Wind Energy Development Managers
Manufacturing,Energy or power management,41-4011.07,Solar Sales Representatives and Assessors
Manufacturing,Energy or power management,47-1011.03,Solar Energy Installation Managers
Manufacturing,Energy or power management,47-2152.04,Solar Thermal Installers and Technicians
Manufacturing,Energy or power management,47-4011.01,Energy Auditors
Manufacturing,Energy or power management,47-4099.03,Weatherization Installers and Technicians
Manufacturing,Energy or power management,49-9081.00,Wind Turbine Service Technicians
Manufacturing,Energy or power management,49-9099.01,Geothermal Technicians
Manufacturing,Energy or power management,51-8011.00,Nuclear Power Reactor Operators
Manufacturing,Energy or power management,51-8012.00,Power Distributors and Dispatchers
Manufacturing,Energy or power management,51-8013.00,Power Plant Operators
Manufacturing,Energy or power management,51-8013.03,Biomass Plant Technicians
Manufacturing,Energy or power management,51-8013.04,Hydroelectric Plant Technicians
Manufacturing,Energy or power management,51-8021.00,Stationary Engineers and Boiler Operators
Manufacturing,Energy or power management,51-8031.00,Water and Wastewater Treatment Plant and System Operators
Manufacturing,Energy or power management,51-8091.00,Chemical Plant and System Operators
Manufacturing,Energy or power management,51-8092.00,Gas Plant Operators
Manufacturing,Energy or power management,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
Manufacturing,Energy or power management,51-8099.00,"Plant and System Operators, All Other"
Manufacturing,Energy or power management,51-8099.01,Biofuels Processing Technicians
Manufacturing,Production worker,43-5011.00,Cargo and Freight Agents
Manufacturing,Production worker,49-9041.00,Industrial Machinery Mechanics
Manufacturing,Production worker,49-9043.00,"Maintenance Workers, Machinery"
Manufacturing,Production worker,49-9044.00,Millwrights
Manufacturing,Production worker,51-1011.00,First-Line Supervisors of Production and Operating Workers
Manufacturing,Production worker,51-2021.00,"Coil Winders, Tapers, and Finishers"
Manufacturing,Production worker,51-9011.00,Chemical Equipment Operators and Tenders
Manufacturing,Production worker,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
Manufacturing,Production worker,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
Manufacturing,Production worker,51-9022.00,"Grinding and Polishing Workers, Hand"
Manufacturing,Production worker,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
Manufacturing,Production worker,51-9031.00,"Cutters and Trimmers, Hand"
Manufacturing,Production worker,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
Manufacturing,Production worker,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
Manufacturing,Production worker,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
Manufacturing,Production worker,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
Manufacturing,Production worker,51-9141.00,Semiconductor Processing Technicians
Manufacturing,Production worker,51-9151.00,Photographic Process Workers and Processing Machine Operators
Manufacturing,Production worker,51-9194.00,Etchers and Engravers
Manufacturing,Production worker,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
Manufacturing,Production worker,51-9195.03,"Stone Cutters and Carvers, Manufacturing"
Manufacturing,Production worker,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
Manufacturing,Production worker,51-9195.05,"Potters, Manufacturing"
Manufacturing,Production worker,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
Manufacturing,Production worker,51-9198.00,Helpers--Production Workers
Manufacturing,Production worker,51-9199.00,"Production Workers, All Other"
Manufacturing,Janitor or maintenance,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
Manufacturing,Janitor or maintenance,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
Manufacturing,Janitor or maintenance,37-2012.00,Maids and Housekeeping Cleaners
Manufacturing,Janitor or maintenance,37-2019.00,"Building Cleaning Workers, All Other"
Manufacturing,Administrative staff,13-1082.00,Project Management Specialists
Manufacturing,Administrative staff,13-1121.00,"Meeting, Convention, and Event Planners"
Manufacturing,Administrative staff,15-1299.03,Document Management Specialists
Manufacturing,Administrative staff,19-3032.00,Industrial-Organizational Psychologists
Manufacturing,Administrative staff,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
Manufacturing,Administrative staff,43-2011.00,"Switchboard Operators, Including Answering Service"
Manufacturing,Administrative staff,43-2021.00,Telephone Operators
Manufacturing,Administrative staff,43-2099.00,"Communications Equipment Operators, All Other"
Manufacturing,Administrative staff,43-4171.00,Receptionists and Information Clerks
Manufacturing,Administrative staff,43-6011.00,Executive Secretaries and Executive Administrative Assistants
Manufacturing,Administrative staff,43-6012.00,Legal Secretaries and Administrative Assistants
Manufacturing,Administrative staff,43-6013.00,Medical Secretaries and Administrative Assistants
Manufacturing,Administrative staff,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
Manufacturing,Administrative staff,43-9021.00,Data Entry Keyers
Manufacturing,Administrative staff,43-9022.00,Word Processors and Typists
Manufacturing,Administrative staff,43-9031.00,Desktop Publishers
Manufacturing,Administrative staff,43-9199.00,"Office and Administrative Support Workers, All Other"
Manufacturing,Administrative staff,53-7065.00,Stockers and Order Fillers
Manufacturing,Administrative staff,13-1051.00,Cost Estimators
Manufacturing,Administrative staff,11-3061.00,Purchasing Managers
Manufacturing,Administrative staff,11-3071.00,"Transportation, Storage, and Distribution Managers"
Manufacturing,Administrative staff,11-3071.04,Supply Chain Managers
Manufacturing,Administrative staff,11-9199.01,Regulatory Affairs Managers
Manufacturing,Administrative staff,13-1081.00,Logisticians
Manufacturing,Administrative staff,13-1081.01,Logistics Engineers
Manufacturing,Administrative staff,13-1081.02,Logistics Analysts
Manufacturing,Administrative staff,19-3011.00,Economists
Manufacturing,Administrative staff,11-2021.00,Marketing Managers
Manufacturing,Administrative staff,13-1161.00,Market Research Analysts and Marketing Specialists
Manufacturing,Administrative staff,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
Manufacturing,Administrative staff,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
Manufacturing,Administrative staff,53-7064.00,"Packers and Packagers, Hand"
Manufacturing,Other,11-9121.02,Water Resource Specialists
Manufacturing,Other,11-9199.08,Loss Prevention Managers
Manufacturing,Other,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
Manufacturing,Other,13-1074.00,Farm Labor Contractors
Manufacturing,Other,17-3013.00,Mechanical Drafters
Manufacturing,Other,19-2041.02,Environmental Restoration Planners
Manufacturing,Other,19-4012.00,Agricultural Technicians
Manufacturing,Other,19-4012.01,Precision Agriculture Technicians
Manufacturing,Other,45-2011.00,Agricultural Inspectors
Manufacturing,Other,45-2041.00,"Graders and Sorters, Agricultural Products"
Manufacturing,Other,45-2091.00,Agricultural Equipment Operators
Manufacturing,Other,41-9011.00,Demonstrators and Product Promoters
Manufacturing,Other,43-5011.00,Cargo and Freight Agents
Manufacturing,Other,47-5011.00,"Derrick Operators, Oil and Gas"
Manufacturing,Other,47-5012.00,"Rotary Drill Operators, Oil and Gas"
Manufacturing,Other,47-5013.00,"Service Unit Operators, Oil and Gas"
Manufacturing,Other,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
Manufacturing,Other,47-5023.00,"Earth Drillers, Except Oil and Gas"
Manufacturing,Other,47-5051.00,"Rock Splitters, Quarry"
Manufacturing,Other,47-5071.00,"Roustabouts, Oil and Gas"
Manufacturing,Other,47-5081.00,Helpers--Extraction Workers
Manufacturing,Other,47-5099.00,"Extraction Workers, All Other"
Manufacturing,Other,51-5111.00,Prepress Technicians and Workers
Manufacturing,Other,51-5112.00,Printing Press Operators
Manufacturing,Other,51-5113.00,Print Binding and Finishing Workers
Manufacturing,Other,51-9161.00,Computer Numerically Controlled Tool Operators
Manufacturing,Other,51-9162.00,Computer Numerically Controlled Tool Programmers
Manufacturing,Other,53-7071.00,Gas Compressor and Gas Pumping Station Operators
Manufacturing,Other,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
Manufacturing,Other,53-7073.00,Wellhead Pumpers
,,,
,,,
Education,"Teacher, Primary K-12",25-2011.00,"Preschool Teachers, Except Special Education"
Education,"Teacher, Primary K-12",25-2012.00,"Kindergarten Teachers, Except Special Education"
Education,"Teacher, Primary K-12",25-2021.00,"Elementary School Teachers, Except Special Education"
Education,"Teacher, Primary K-12",25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education"
Education,"Teacher, Primary K-12",25-2023.00,"Career/Technical Education Teachers, Middle School"
Education,"Teacher, Primary K-12",25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
Education,"Teacher, Primary K-12",25-2032.00,"Career/Technical Education Teachers, Secondary School"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1011.00,"Business Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1021.00,"Computer Science Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1022.00,"Mathematical Science Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1031.00,"Architecture Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1032.00,"Engineering Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1041.00,"Agricultural Sciences Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1042.00,"Biological Science Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1052.00,"Chemistry Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1053.00,"Environmental Science Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1054.00,"Physics Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1063.00,"Economics Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1064.00,"Geography Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1065.00,"Political Science Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1066.00,"Psychology Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1067.00,"Sociology Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1069.00,"Social Sciences Teachers, Postsecondary, All Other"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1071.00,"Health Specialties Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1072.00,"Nursing Instructors and Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1081.00,"Education Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1082.00,"Library Science Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1112.00,"Law Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1113.00,"Social Work Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1122.00,"Communications Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1123.00,"English Language and Literature Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1125.00,"History Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
Education,"Professor, Lecturer, or Instructor, Postsecondary",25-1194.00,"Career/Technical Education Teachers, Postsecondary"
